paIsTranslatable,FORMAT,INITIAL,MANDATORY,DECIMALS,paDecimalInformation,EXTENT,paDescriptionACM,paDomainType,LOB-SIZE,CLOB-CODEPAGE,paIsBlockable,CASE-SENSITIVE,paDomainSubType,DATA-TYPE,CLOB-COLLATION,CLOB-TYPE,name,id,parent,schema_Id
"","","","","","","","","","","","","","","","","","Identifier (char)","PA0292:pA:76bec5a6e14c4374870e2fa3a13b63ae","PA0292:pA:d4714e93a52a4471be0cf9a287c4be31",0
"","","","","\n0\n","","","","","","","","","","","","","Identifier (dec)","PA0292:pA:e05d40a04e0041ffbb178af4c8abbccc","PA0292:pA:b41ef9557eb2444ea27a6cd71d78523d",0
"","","","","","","","","","","","","","","","","","Identifier Base (char)","PA0292:pA:3e9f387790214583874b48cb2872650a","PA0292:pA:76bec5a6e14c4374870e2fa3a13b63ae",0
"","","","","","","","","","","","","","","","","","Identifier Base (dec)","PA0292:pA:39c880645f774352a122ae948161df29","PA0292:pA:e05d40a04e0041ffbb178af4c8abbccc",0
"","","","","","","","","","","","","","","","","","Identifier Base (Int)","PA0292:pA:46068d1d97b645a9bdd5ba46095cf04b","PA0292:pA:9fec6f12672446f3a391de86d61aaaf9",0
"","","","","","","","","","","","","","","","","","Identifier Financials (char)","PA0292:pA:4031f23ab9634b7caeb5c2aacef548c2","PA0292:pA:76bec5a6e14c4374870e2fa3a13b63ae",0
"","","","","","","","","","","","","","","","","","Identifier Financials (dec)","PA0292:pA:9cb5868de4337eacdc1133c8e9d5cd66","PA0292:pA:e05d40a04e0041ffbb178af4c8abbccc",0
"","","","","","","","","","","","","","","","","","Identifier Financials (Int)","PA0292:pA:c028c23d116d4fe7a861496e2f7c2e28","PA0292:pA:9fec6f12672446f3a391de86d61aaaf9",0
"","","","","","","","","","","","","","","","","","Identifier Materials (char)","PA0292:pA:cc967f803f2a4b5babccd120fc7bafd8","PA0292:pA:76bec5a6e14c4374870e2fa3a13b63ae",0
"","","","","","","","","","","","","","","","","","Identifier Materials (dec)","PA0292:pA:b46b8c1e0bcc75b0db1102080851a109","PA0292:pA:e05d40a04e0041ffbb178af4c8abbccc",0
"","","","","","","","","","","","","","","","","","Identifier Materials (Int)","PA0292:pA:af3e2fa1f6e0402cb1e2337027f27ac9","PA0292:pA:9fec6f12672446f3a391de86d61aaaf9",0
"","","","","","","","","","","","","","","","","","Identifier Production (char)","PA0292:pA:e5c0258544c72587db114407c2c1a54d","PA0292:pA:76bec5a6e14c4374870e2fa3a13b63ae",0
"","","","","","","","","","","","","","","","","","Identifier Production (dec)","PA0292:pA:b46b8c1e0bcc75b0db110108d41a42ee","PA0292:pA:e05d40a04e0041ffbb178af4c8abbccc",0
"","","","","","","","","","","","","","","","","","Identifier Production (int)","PA0292:pA:c23cdced0e04488cdb11bf08b04501cd","PA0292:pA:9fec6f12672446f3a391de86d61aaaf9",0
"","","","","","","","","","","","","","","","","","identnummer Kopf","PA0292:pA:d4680c722c246393db11037a198d6ba2","PA0292:pA:78c687f6b9b247b78850341ea295daf5",0
"","","","","","","","","","","","","","","","","","identnummer Pos","PA0292:pA:d4680c722c246393db11027ab16680e4","PA0292:pA:78c687f6b9b247b78850341ea295daf5",0
"","","","","","","","","","","","","","","","","","idirekte Lösungen","PA0292:pA:1d6854e18e8e48eba17da7825a56e2bf","PA0292:pA:c6a8075b7c183ea3df11dbe8941db44b",0
"","\n9\n","","","","","","","","","","","","","","","","iDiskformat","PA0292:pA:32eb348071784d4c8cef59746dfcad0e","PA0292:pA:f6e7e676c3f6388adb115207d0162380",0
"","\n9\n","","","","","","","","","","","","","","","","iDiskriminanzFktArt","PA0292:pA:d34a05af716c432c8b776643857e778d","PA0292:pA:fb3b188bb638f5a8db11980976ef373e",0
"","\nzzzzzzz9\n","","","","","","","","","","","","","","","","iDispoBereich","PA0292:pA:63e95667669a46fcbf134a67a47a0133","PA0292:pA:af3e2fa1f6e0402cb1e2337027f27ac9",0
"","","","","","","","","","","","","","","","","","iDispoBereich Bed","PA0292:pA:9cb77e2081af4aaaa363298611af8631","PA0292:pA:63e95667669a46fcbf134a67a47a0133",0
"","","","","","","","","","","","","","","","","","iDispoBereich Deck","PA0292:pA:395585f0db234b179eae056699028c67","PA0292:pA:63e95667669a46fcbf134a67a47a0133",0
"","","\n?\n","\nno\n","","","","","","","","","","","","","","iDispoBereich [nm i?]","PA0292:pA:92e5ed8e849149a18afc6e05c07316d2","PA0292:pA:63e95667669a46fcbf134a67a47a0133",0
"","\nz9\n","","","","","","\nSB_MRPCategories_desc\n","","","","","","","","","","iDispositionsart","PA0292:pA:1150d9e9597e47189edfd91aa2cd7355","PA0292:pA:8c81ff21cf551885db11ca08be59833c",0
"","\nz9\n","","","","","","","","","","","","","","","","iDokLinktyp","PA0292:pA:b482ec064e833c8adb11936d4c7e962a","PA0292:pA:f6e7e676c3f6388adb115207d0162380",0
"","\n-zzzzzzz9\n","","","","","","","","","","","","","","","","iDokumentID","PA0292:pA:4ccd14884f7e4edcb3add7cb3e1d12bb","PA0292:pA:f6e7e676c3f6388adb115207d0162380",0
"","\nzz9\n","","","","","","","","","","","","","","","","iDokumentstatus","PA0292:pA:33b309785e9f42658255deb342971126","PA0292:pA:f6e7e676c3f6388adb115207d0162380",0
"","\nzzzzzzz9\n","","","","","","","","","","","","","","","","iDokumenttypID","PA0292:pA:6c6b48c0ba9f4296a7109c9e8052f4a0","PA0292:pA:f6e7e676c3f6388adb115207d0162380",0
"","\nzz9\n","\n1\n","","","","","","","","","","","","","","","iDokumentversion","PA0292:pA:db5ab09f2c844b0c9b40501d1021510a","PA0292:pA:f6e7e676c3f6388adb115207d0162380",0
"","","","","","","","","","","","","","","","","","iDrittwährung","PA0292:pA:032f4dc4c45345eda667de51d0cc6b3c","PA0292:pA:0c8ba56be6a5409284c93877a8d423d0",0
"","","","","","","","\nMM_PackagingAdherentsLabels_desc\n","","","","","","","","","","iDruck Anhänger","PA0292:pA:1c6d13e77a6d476d806da2edeb935721","PA0292:pA:f9ba2886b21d8e9cdc11b0c5b67d168a",0
"","\nzz9\n","","","","","","","","","","","","","","","","iDurchlaufzeit","PA0292:pA:0958be7cf0224975aaea2121c9174b60","PA0292:pA:cad68e6802b54ccdba6a0d898778a273",0
"","","","","","","","","","","","","","","","","","iEB-Konto","PA0292:pA:7c424b2484244a5391720f6c00834a5c","PA0292:pA:27f5d508352b46e0b36f63cb38910d63",0
"","\n9\n","","","","","","\nMP_StockInRestrictions_desc\n","","","","","","","","","","iEinlag Restriktion","PA0292:pA:d4258edc408a4eabb91c11109aaf7aa0","PA0292:pA:8c81ff21cf551885db11ca08be59833c",0
"","","\n1\n","","","","","","","","","","","","","","","iEinlagerungsspanne","PA0292:pA:83f251204b804affae9fa988223b9ee0","PA0292:pA:dccf2389c7c62ea4df11cf7d95a77397",0
"","\nz9\n","\n10\n","","","","","","","","","","","","","","","iEinlagPrio","PA0292:pA:542389c870074a56bd25a864f36188f2","PA0292:pA:8c81ff21cf551885db11ca08be59833c",0
"","\nzzzzzzz9\n","","","","","","","","","","","","","","","","iEinsatzleiter","PA0292:pA:13c4c3ce07d14321bc1ffe7cb9dbd52b","PA0292:pA:af3e2fa1f6e0402cb1e2337027f27ac9",0
"","\n-zzzzzzz9\n","","","","","","","","","","","","","","","","iElternDokTypID","PA0292:pA:d0e538bef39e46d48d7e5137fc2c2326","PA0292:pA:6c6b48c0ba9f4296a7109c9e8052f4a0",0
"","\n-zzzzzzz9\n","","","","","","","","","","","","","","","","iElternOrdnerID","PA0292:pA:a0ecf415c76546c6bd08a2b5c0b3a48e","PA0292:pA:7312a0a9a58d42869e50c2bf5107390c",0
"","\nzzz9\n","","","","","","","","","","","","","","","","iEreignisNr Anbu","PA0292:pA:9ad0914289c449ed812e8963dd9cef8c","PA0292:pA:c028c23d116d4fe7a861496e2f7c2e28",0
"","","\n?\n","\nno\n","","","","","","","","","","","","","","iEreignisNr Anbu [nm i?]","PA0292:pA:d541fb0ec5e745e687ad08872b519036","PA0292:pA:9ad0914289c449ed812e8963dd9cef8c",0
"","\n9\n","","","","","","","","","","","","","","","","iErfassung PPS","PA0292:pA:cf8011991ab74a6da4b52884a8d016c0","PA0292:pA:e155259e25d70b90db111005ff0fd00c",0
"","\nzz9\n","","","","","","\nVP_BudgetValueEntries_desc\n","","","","","","","","","","iErfassungsart","PA0292:pA:efaa69a54e624bd38e271425702c2afa","PA0292:pA:8c81ff21cf551885db11ca080c1bce23",0
"","\nzzz9\n","","","","","","\nVC_QuoteResults_desc\n","","","","","","","","","","iErgebnis","PA0292:pA:b12812d6645c46f78b9a9923cd09fc2c","PA0292:pA:868a50d39be29094db11c608ceb8e03c",0
"","\nzzz9\n","","","","","","","","","","","","","","","","iErgebnistyp","PA0292:pA:9e63b63a9c1c4185a09481d29440797f","PA0292:pA:af3e2fa1f6e0402cb1e2337027f27ac9",0
"","","","","","","","","","","","","","","","","","iErgebnPlanVert","PA0292:pA:22df5389cc204f398c1b72f0964c2920","PA0292:pA:2ac6433d723046bca3aa6d9020241710",0
"","\nzz9\n","\n?\n","\nno\n","","","","","","","","","","","","","","iErlöse","PA0292:pA:75ea2471ca2244eab363916f37454d0e","PA0292:pA:0d80fd9ecee545b481516ba7bf3f27a2",0
"","\nzz9\n","","","","","","","","","","","","","","","","iError","PA0292:pA:47d05ce38dcb456887739a57916db80e","PA0292:pA:a554a56b705d3590db1198094c27ead7",0
"","","","","","","","","","","","","","","","","","iErwerbskonto","PA0292:pA:a0fd17eb1e8046d6b36f3f8d7cafdd21","PA0292:pA:f42ff755fa0bb98bdc1183c304eaf8e7",0
"","\n9\n","","","","","","","","","","","","","","","","iext Dienstleister","PA0292:pA:7df12d824e9b43cf919084d0c7982ec2","PA0292:pA:af3e2fa1f6e0402cb1e2337027f27ac9",0
"","\nzzzzzzz9\n","","","","","","","","","","","","","","","","iext Mitarbeiter","PA0292:pA:2fe384bc7ccf4055ba9f13d6341970f8","PA0292:pA:46068d1d97b645a9bdd5ba46095cf04b",0
"","","","","","","","","","","","","","","","","","iExternerPL","PA0292:pA:74641d120385416ebf931142d80d8c7a","PA0292:pA:74abe1caeff54297b9a61012111a74e2",0
"","\nzzz,zzz,zz9\n","","","","","","","","","","","","","","","","iFahrbefehlNr","PA0292:pA:2795c6954f9b4b638aa82f9a958a7825","PA0292:pA:0d80fd9ecee545b481516ba7bf3f27a2",0
"","\nzzzzz9\n","","","","","","","","","","","","","","","","iFahrbefehlPos","PA0292:pA:a959006b3ecd49df947271c7874814fb","PA0292:pA:0d80fd9ecee545b481516ba7bf3f27a2",0
"","\nzzzzzzz9\n","","","","","","\nBM_ChartColor_desc\n","","","","","","","","","","iFarbnummer","PA0292:pA:ff468df4d9204b5eb3b0c3bbf1c04e5a","PA0292:pA:85f79f2297bb59b2db110c08bdc52853",0
"","","\n99\n","","","","","","","","","","","","","","","iFarbnummer [i99]","PA0292:pA:7a707b493263426e84eab50a3eb0f7b6","PA0292:pA:ff468df4d9204b5eb3b0c3bbf1c04e5a",0
"","\nzz9-\n","","","","","","","","","","","","","","","","iFehlerkennung","PA0292:pA:bb03c5491498413e89a87d0c1cd744d1","PA0292:pA:8c81ff21cf551885db11ca080c1bce23",0
"","\n->>>>>>9\n","\n?\n","\nno\n","","","","","","","","","","","","","","iFehlernummer_0002","PA0292:pA:8a961a12c31e4678915d756bab91e765","PA0292:pA:c028c23d116d4fe7a861496e2f7c2e28",0
"","\n9\n","","","","","","","","","","","","","","","","iFehlerstufe","PA0292:pA:c31f1508b2244462a829ba2b52929b8f","PA0292:pA:d51b7f5d99848193db11d905e2061290",0
"","\nz9\n","","","","","","\nMD_MRPAvailabilityStatus_desc\n","","","","","","","","","","iFehlteilstatus","PA0292:pA:feea0b89ffae4f0e8e2f4cd61c63da33","PA0292:pA:8c81ff21cf551885db11ca08be59833c",0
"","\nzz9\n","","","","","","","","","","","","","","","","iFeldnummer","PA0292:pA:553bdd8802de4992820c35212484add7","PA0292:pA:0d80fd9ecee545b481516ba7bf3f27a2",0
"","\nz9\n","","","","","","","","","","","","","","","","iFeldtyp","PA0292:pA:6bdd746eb2084a47bd6278d7177e456f","PA0292:pA:f6e7e676c3f6388adb115207d0162380",0
"","","","","","","","","","","","","","","","","","iFertigungsfreigabe","PA0292:pA:2948b97b2dce4c4f9517c22a249d3f6b","PA0292:pA:29f99190c42b458193ef5f815c4e4f19",0
"","","","","","","","","","","","","","","","","","iFibu Konto","PA0292:pA:91e9c4f968ba44bbb4a6274dc9a3955e","PA0292:pA:27f5d508352b46e0b36f63cb38910d63",0
"","","\n?\n","\nno\n","","","","","","","","","","","","","","iFibuIdentnr","PA0292:pA:de518dbf23d243a1ae51b08ea07405ed","PA0292:pA:3d31be5ecc8e46cd832b733563f14a49",0
"","","\n1\n","","","","","\nBB_WFActivityFilterTypes_desc\n","","","","","","","","","","iFiltertyp_0001","PA0292:pA:4c3dfacf09344441a114fb5efa7815e6","PA0292:pA:294c148f3bfa47568081ed3d3ab6b946",0
"","","\n1\n","","","","","","","","","","","","","","","iFiltertyp_0002","PA0292:pA:0084281bd65b4f97b6a48a8023795840","PA0292:pA:294c148f3bfa47568081ed3d3ab6b946",0
"","\n99999999\n","","","","","","","","","","","","","","","","iFirmennummer AZV","PA0292:pA:b69bd283c58e49daabb899c703356ff4","PA0292:pA:c028c23d116d4fe7a861496e2f7c2e28",0
"","\nz9\n","","","","","","","","","","","","","","","","iFolge","PA0292:pA:e5d781a7270a487192dc0c7b1190ee54","PA0292:pA:3967fb84ce7041c7ba7613279e8282b7",0
"","\nz9\n","","","","","","\nBB_WflCondFollowingEvent_desc\n","","","","","","","","","","iFollowingEvent","PA0292:pA:850013aa09f756bde111f0825f9d0bbd","PA0292:pA:8c81ff21cf551885db11ca080c1bce23",0
"","","","","","","","","","","","","","","","","","iForderungskonto","PA0292:pA:8f38592b5a254f98afff12a442e28706","PA0292:pA:27f5d508352b46e0b36f63cb38910d63",0
"","","","","","","","","","","","","","","","","","iFormularNr AFL","PA0292:pA:29efb1a4e080461bb6153497ad6d4ed4","PA0292:pA:e436f010bdb14c90aef3b7ef418e6a67",0
"","","","","","","","","","","","","","","","","","iFormularNr Akt","PA0292:pA:53bf0d8db82d4b70b85cc6e0bbe0a8cd","PA0292:pA:e436f010bdb14c90aef3b7ef418e6a67",0
"","","","","","","","","","","","","","","","","","iFormularNr Auslag","PA0292:pA:540e5a9cae4e48679f93f0184b94542d","PA0292:pA:e436f010bdb14c90aef3b7ef418e6a67",0
"","","","","","","","","","","","","","","","","","iFormularNr Ber","PA0292:pA:a0b7f1e33dfe4269a75b2e3856fedf02","PA0292:pA:e436f010bdb14c90aef3b7ef418e6a67",0
"","","","","","","","","","","","","","","","","","iFormularNr Einlag","PA0292:pA:35797803bb864dfc941724ca3f68df1e","PA0292:pA:e436f010bdb14c90aef3b7ef418e6a67",0
"","","","","","","","","","","","","","","","","","iFormularNr FAB","PA0292:pA:0f58e0455ccd4e16a8a8f594ec4177ac","PA0292:pA:e436f010bdb14c90aef3b7ef418e6a67",0
"","","","","","","","","","","","","","","","","","iFormularNr FM","PA0292:pA:1fb5b3161c9a480686b4347ddbdffe61","PA0292:pA:e436f010bdb14c90aef3b7ef418e6a67",0
"","","","","","","","","","","","","","","","","","iFormularNr Gen","PA0292:pA:f64f8e360d97d6bbda115cdfadfb5f83","PA0292:pA:e436f010bdb14c90aef3b7ef418e6a67",0
"","","","","","","","","","","","","","","","","","iFormularNr JiT","PA0292:pA:0e6f287d488e4a98a360b6dfaca8d4ce","PA0292:pA:e436f010bdb14c90aef3b7ef418e6a67",0
"","","","","","","","","","","","","","","","","","iFormularNr KOM","PA0292:pA:d30191b9d9b74be0a19acc125bd91c7f","PA0292:pA:e436f010bdb14c90aef3b7ef418e6a67",0
"","","","","","","","","","","","","","","","","","iFormularNr LAB","PA0292:pA:c88e0037ea3947489db428495701d9a1","PA0292:pA:e436f010bdb14c90aef3b7ef418e6a67",0
"","","","","","","","","","","","","","","","","","iFormularNr LK","PA0292:pA:ec7b4e4a23c648ba9bd6cd085efc6b27","PA0292:pA:e436f010bdb14c90aef3b7ef418e6a67",0
"","","","","","","","","","","","","","","","","","iFormularNr LoS","PA0292:pA:4be6adc35ae346d18a248f7643a47c41","PA0292:pA:e436f010bdb14c90aef3b7ef418e6a67",0
"","","","","","","","","","","","","","","","","","iFormularNr LT","PA0292:pA:db67baa801e742dda61f692f592590ac","PA0292:pA:e436f010bdb14c90aef3b7ef418e6a67",0
"","","","","","","","","","","","","","","","","","iFormularNr MBS","PA0292:pA:e7901db174e24dc39fcb23f3b80f7736","PA0292:pA:e436f010bdb14c90aef3b7ef418e6a67",0
"","","","","","","","","","","","","","","","","","iFormularNr MS","PA0292:pA:b50e68e3185f4e2f90ab093cb24bbeae","PA0292:pA:e436f010bdb14c90aef3b7ef418e6a67",0
"","","","","","","","","","","","","","","","","","iFormularNr RS","PA0292:pA:3bfbeab306e242539c5eec468497a26a","PA0292:pA:e436f010bdb14c90aef3b7ef418e6a67",0
"","","","","","","","","","","","","","","","","","iFormularNr SMS","PA0292:pA:32211e4371f247db96d0fc515127b507","PA0292:pA:e436f010bdb14c90aef3b7ef418e6a67",0
"","","","","","","","","","","","","","","","","","iFormularNr SMSf","PA0292:pA:a282c606006840edb7338eb7116f7b4c","PA0292:pA:e436f010bdb14c90aef3b7ef418e6a67",0
"","","\n?\n","\nno\n","","","","","","","","","","","","","","iFormularNr [nm i?]","PA0292:pA:07c8e8103e7a4ca292f5649257e24ef1","PA0292:pA:e436f010bdb14c90aef3b7ef418e6a67",0
"","\nzz9\n","","","","","","","","","","","","","","","","iFortschritt (abs)","PA0292:pA:1e1a5c273c26460eb8d535ce8b204041","PA0292:pA:7e99f8c4b11f43d0b7afe4f97afd7ee3",0
"","","","","","","","","","","","","","","","","","iFortschritt [nm]","PA0292:pA:7e99f8c4b11f43d0b7afe4f97afd7ee3","PA0292:pA:d3a0ba74af4947c3bb6ed0120d33f06e",0
"","","","","","","","","","","","","","","","","","iFrachtkonto","PA0292:pA:7699b4d8dc6a4d609096ea6c696087c5","PA0292:pA:f42ff755fa0bb98bdc1183c304eaf8e7",0
"","","","","","","","","","","","","","","","","","iFremdausgangskonto","PA0292:pA:104bb89244984605b897dd0e451f1573","PA0292:pA:27f5d508352b46e0b36f63cb38910d63",0
"","","","","","","","","","","","","","","","","","iFremdVerrechKonto","PA0292:pA:5c751ec9baa84be79f07248a6175792b","PA0292:pA:27f5d508352b46e0b36f63cb38910d63",0
"","\n9\n","\n9\n","","","","","","","","","","","","","","","iFristsetzung ab","PA0292:pA:fec163b7ad1f4f0d8bb512a1b35050b7","PA0292:pA:85f79f2297bb59b2db110c08bdc52853",0
"","","\n?\n","\nno\n","","","","","","","","","","","","","","iFrozen Zone [nm i?]","PA0292:pA:36a99bd693e44b0e94efc6fc9254f7f9","PA0292:pA:793043c754a44273b6abc905003c20c4",0
"","","","","","","","","","","","","","","","","","ifrühester Beginn","PA0292:pA:abfc9fe6005246ffa26ff0e11ca7b6ca","PA0292:pA:b9863acf947f4dcb919a348269c84799",0
"\nyes\n","\nzz9\n","","","","","","\nMU_StartVariant_desc\n","","","","","","","","","","iFunktion","PA0292:pA:680457ee91804118b2005ac3510d35d9","PA0292:pA:e5c0258544c72587db113d0716b4254b",0
"","\nz9\n","","","","","","","","","","","","","","","","iFunktion PM","PA0292:pA:7290d1c52ff746e6bc3a4fbf1f97235d","PA0292:pA:8c81ff21cf551885db11ca08be59833c",0
"","\n9\n","","","","","","","","","","\nno\n","","","","","","iFunktionsnummer","PA0292:pA:0dc67f7abd4b499c901d4ea04ff81144","PA0292:pA:a554a56b705d3590db119909764586f2",0
"","\nzzz,zz9\n","","\nno\n","","","","","","","","","","","","","","iGarantiezeit [nm]","PA0292:pA:fe7a0204aab74a67a2ff7b162212194c","PA0292:pA:2995ea1ab038441499b7c75ccf0a4d66",0
"","\nzz9\n","","","","","","","","","","","","","","","","iGebindeeinheit","PA0292:pA:38875263db0a4434a49888024d72d76d","PA0292:pA:af3e2fa1f6e0402cb1e2337027f27ac9",0
"","","\n?\n","\nno\n","","","","","","","","","","","","","","iGebindeeinheit [nm i?]","PA0292:pA:83af08dc63624bd487e954f90b09b17d","PA0292:pA:38875263db0a4434a49888024d72d76d",0
"","\nzzzzzzz9\n","","","","","","","","","","","","","","","","iGebindenummer","PA0292:pA:372dd55894534aaca49fce6a69145390","PA0292:pA:af3e2fa1f6e0402cb1e2337027f27ac9",0
"","\n9\n","","","","","","\nSB_PackageNumberAssignment_desc\n","","","","","","","","","","iGebindenummer [f9]","PA0292:pA:e13932da87024f0daa33752cd12b44a0","PA0292:pA:372dd55894534aaca49fce6a69145390",0
"","","\n?\n","\nno\n","","","","","","","","","","","","","","iGebindenummer [nm i?]","PA0292:pA:c416f58f109e4fdfb71c944793f871f6","PA0292:pA:372dd55894534aaca49fce6a69145390",0
"","","","","","","","","","","","","","","","","","iGegenkonto","PA0292:pA:6ae0f0282b7341a2b16cf1931b0d89d8","PA0292:pA:27f5d508352b46e0b36f63cb38910d63",0
"","\n9\n","","","","","","","","","","","","","","","","igenerieren PPS","PA0292:pA:3dc051c64f0445bf8e1f721b253ce1df","PA0292:pA:e155259e25d70b90db111005ff0fd00c",0
"","\nzzzzzzz9\n","","","","","","","","","","","","","","","","iGeräteID","PA0292:pA:dca259562f5f40f799d69541e6ebe0bb","PA0292:pA:f6e7e676c3f6388adb115207d0162380",0
"","\nzzzzzzz9\n","","","","","","","","","","","","","","","","iGerätespeicher","PA0292:pA:9ceea0026e054b06903363a62043e03c","PA0292:pA:5fc1959104e34535bb2bfce04dd94d50",0
"","\nzzzzzzz9\n","","","","","","","","","","","","","","","","iGerätetypID","PA0292:pA:ed272a7f88b9479ba6f26e03647422c0","PA0292:pA:f6e7e676c3f6388adb115207d0162380",0
"","\n99\n","\n11\n","","","","","\nSB_BusinessTypes_desc\n","","","","","","","","","","iGeschäftsart","PA0292:pA:1944ae1ee22b489688742e8e7c594cf6","PA0292:pA:8c81ff21cf551885db11ca080c1bce23",0
"","","","","","","","","","","","","","","","","","iGewicht ME","PA0292:pA:12be48ba6768477aa33cc55ad46c12cc","PA0292:pA:a77c2646e0fb4f9bad2c7ab4ea46a118",0
"","\nzz9\n","","","","","","","","","","","","","","","","iGewichtungsfaktor","PA0292:pA:20e602b5f6784a34a022e5b28ab80a6c","PA0292:pA:e155259e25d70b90db111005ff0fd00c",0
"","\nz9\n","\n1\n","","","","","","","","","","","","","","","iGliederungsebene","PA0292:pA:122d86bef7344f22b7e810e5126310aa","PA0292:pA:e155259e25d70b90db111005ff0fd00c",0
"","\n9\n","\n4\n","","","","","","","","","","","","","","","iGrenzeKontenklasse","PA0292:pA:011ad02be3f644529ca799f07bdcaf45","PA0292:pA:85f79f2297bb59b2db110c08bdc52853",0
"","\nzz9\n","","","","","","","","","","","","","","","","iGrößenfolge","PA0292:pA:2f8e6c6c98194e2c8d2772d6233c32b6","PA0292:pA:af3e2fa1f6e0402cb1e2337027f27ac9",0
"","\nzz9\n","","","","","","","","","","","","","","","","iGruppe","PA0292:pA:36bc33f72a774155808a028669735398","PA0292:pA:c028c23d116d4fe7a861496e2f7c2e28",0
"","\nzzzzzzz9\n","","","","","","","","","","","","","","","","iGruppennummer","PA0292:pA:708328d1d4a142c4a56a76810f22252c","PA0292:pA:fb3b188bb638f5a8db119809760b864c",0
"","\n99\n","","","","","","","","","","","","","","","","iGruppe_0001","PA0292:pA:aca23eb64fc34120a9e90a9ac237a69c","PA0292:pA:36bc33f72a774155808a028669735398",0
"","","\n1993\n","","","","","","","","","","","","","","","iGültigkeit","PA0292:pA:a029d24cb2094d58a464dd24cf551323","PA0292:pA:e42151845ded4c0bbcf602d0073be4ff",0
"","","","","","","","","","","","","","","","","","iGültigkeitsdauer","PA0292:pA:0693b525be96417b81bf7d343583a10b","PA0292:pA:dccf2389c7c62ea4df11d47d51b38846",0
"","\nz9\n","","","","","","\nVB_CreditMemoEvalMethods_desc\n","","","","","","","","","","iGutschriftenanzeigeart","PA0292:pA:787ee049283c4ae9b3aebef4caa1a047","PA0292:pA:8c81ff21cf551885db11ca08be59833c",0
"","\n999\n","","","","","","","","","","","","","","","","iGVCode","PA0292:pA:58cc7d732632465d84751a66f29fc48c","PA0292:pA:fb3b188bb638f5a8db11980976ef373e",0
"","\nzzz9\n","","","","","","","","","","","","","","","","iHandlingNumber","PA0292:pA:df5086f54601a198db11416b08b8c872","PA0292:pA:af3e2fa1f6e0402cb1e2337027f27ac9",0
"","\nzzz9\n","","","","","","","","","","","","","","","","iHandlingType","PA0292:pA:d4aaa60961af0b8cdb11d26856136db5","PA0292:pA:8c81ff21cf551885db11ca08be59833c",0
"","\nz9\n","","","","","","\nBU_AuthorityToActPrint_desc\n","","","","","","","","","","iHandlungsbefugnis","PA0292:pA:93dfadd93468484ca6621fe99641b8d5","PA0292:pA:8c81ff21cf551885db11ca080c1bce23",0
"","\nz9\n","","","","","","","","","","","","","","","","iHerkunft","PA0292:pA:c4705e9eccf948d4a2dc2d4cff98063b","PA0292:pA:0d80fd9ecee545b481516ba7bf3f27a2",0
"","","","","","","","","","","","","","","","","","iHerkunftsadresse","PA0292:pA:c6c01a2577e94f9498018d06a174c9fe","PA0292:pA:74abe1caeff54297b9a61012111a74e2",0
"","\nzzzzzzz9\n","","","","","","","","","","","","","","","","iHersteller","PA0292:pA:658d2ed3df0843d6b26911522a9b34fb","PA0292:pA:af3e2fa1f6e0402cb1e2337027f27ac9",0
"","\nzz9\n","","","","","","\nSB_ManufacturerStatus_desc\n","","","","","","","","","","iHerstellerstatus","PA0292:pA:3f3fba44cfa34e68a3028e0166218b73","PA0292:pA:8c81ff21cf551885db11ca080c1bce23",0
"","\nz9\n","","","","","","\nMM_ResourceHistogram_desc\n","","","","","","","","","","iHistogram","PA0292:pA:a503095525452098e1112b40be24fad1","PA0292:pA:8c81ff21cf551885db11ca08be59833c",0
"","\nzzz9\n","","","","","","","","","","","","","","","","iHistorie","PA0292:pA:b1193fd580444e5d96cf1320056654d9","PA0292:pA:85f79f2297bb59b2db110c08bdc52853",0
"","","","","","","","","","","","","","","","","","iHistorie Dispo","PA0292:pA:005de0c6271d4ce8919db9faf3a42f2f","PA0292:pA:29f99190c42b458193ef5f815c4e4f19",0
"","\nz9\n","\n1\n","","","","","","","","","","","","","","","iHistorie_0002","PA0292:pA:64b395333073429e82d0bb61ff9b1cf8","PA0292:pA:b1193fd580444e5d96cf1320056654d9",0
"","","\n4\n","","","","","","","","","","","","","","","ihöchste Mahnstufe","PA0292:pA:ccdf842c96534685919f558138cf17a7","PA0292:pA:f9ba2886b21d8e9cdc11b0c5efa0bea3",0
"","","\n8\n","","","","","","","","","","","","","","","iHoriz/Reichw","PA0292:pA:d489ef81cd3044db96ed5d60d4a58f8e","PA0292:pA:dccf2389c7c62ea4df11d47d51b38846",0
"","","","","","","","","","","","","","","","","","iHorizont Berech_Bereich","PA0292:pA:84ccb8fe48b8414087a43dbcfb5120be","PA0292:pA:ce6b2bec842e9f9cda110ef697fbd0a8",0
"","","\n2\n","","","","","","","","","","","","","","","iHorizont Berech_Stamm","PA0292:pA:d18012c1a99f40b9911d25b76adce704","PA0292:pA:ce6b2bec842e9f9cda110ef697fbd0a8",0
"","","","","","","","","","","","","","","","","","iIdent Daten","PA0292:pA:2d4b78ee7e5c42a2b28930ff63077819","PA0292:pA:78c687f6b9b247b78850341ea295daf5",0
"","","","","","","","","","","","","","","","","","iIdentherkunft SKo","PA0292:pA:5fbd584c6e714cbfb81aaaee16d09209","PA0292:pA:3d31be5ecc8e46cd832b733563f14a49",0
